20170428,8:05,8:40,9:40,,,
20170428,8:10,8:45,9:45,,,
20170428,8:15,8:50,9:50,,,
20170428,8:20,8:55,9:55,,,
20170428,9:35,10:15,11:15,,,
20170428,9:40,10:15,11:15,,,
20170428,9:45,10:25,11:25,,,
20170428,9:50,10:30,11:30,,,
20170428,9:55,10:35,11:35,,,
20170428,10:00,10:45,11:45,,,
20170428,10:05,10:50,11:50,,,
20170428,10:10,11:00,12:00,,,
20170428,10:15,11:15,12:15,,,
20170428,10:20,11:20,12:20,,,
20170428,10:25,11:30,12:30,,,
20170428,10:30,11:35,12:35,,,
20170428,10:35,11:45,12:45,,,
20170428,10:40,11:50,12:50,,,
20170428,10:45,11:55,12:55,,,
20170428,10:50,12:00,13:00,,,
20170428,10:55,12:10,13:10,,,
20170428,11:00,12:10,13:10,,,
20170428,11:05,12:20,13:20,,,
20170428,11:10,12:25,13:25,,,
20170428,11:15,12:30,13:30,,,
20170428,11:20,12:35,13:35,,,
20170428,11:25,12:45,13:45,,,
20170428,11:30,12:45,13:45,,,
20170428,11:35,12:55,13:55,,,
20170428,11:40,13:00,14:00,,,
20170428,11:45,13:10,14:10,,,
20170428,11:50,13:15,14:15,,,
20170428,11:55,13:20,14:20,,,
20170428,12:00,13:25,14:25,,,
20170428,12:05,13:35,14:35,,,
20170428,12:10,13:35,14:35,,,
20170428,12:15,13:40,14:40,,,
20170428,12:20,13:45,14:45,,,
20170428,12:25,13:50,14:50,,,
20170428,12:30,14:00,15:00,,,
20170428,12:35,14:05,15:05,,,
20170428,12:40,14:10,15:10,,,
20170428,12:45,14:20,15:20,,,
20170428,12:50,14:25,15:25,,,
20170428,12:55,14:30,15:30,,,
20170428,13:00,14:35,15:35,,,
20170428,13:05,14:40,15:40,,,
20170428,13:10,14:45,15:45,,,
20170428,13:15,14:50,15:50,,,
20170428,13:20,14:55,15:55,,,
20170428,13:25,15:00,16:00,,,
20170428,13:30,15:10,16:10,,,
20170428,13:35,15:15,16:15,,,
20170428,13:40,15:20,16:20,,,
20170428,13:45,15:25,16:25,,,
20170428,13:50,15:25,16:25,,,
20170428,13:55,15:30,16:30,,,
20170427,9:05,9:40,10:40,,,
20170427,9:10,9:50,10:50,,,
20170427,9:15,9:55,10:55,,,
20170427,9:20,10:10,11:10,,,
20170427,9:25,10:15,11:15,,,
20170427,9:30,10:20,11:20,,,
20170427,9:35,10:20,11:20,,,
20170427,9:40,10:25,11:25,,,
20170427,9:45,10:30,11:30,,,
20170427,9:50,10:40,11:40,,,
20170427,9:55,10:45,11:45,,,
20170427,10:00,10:50,11:50,,,
20170427,10:05,10:55,11:55,,,
20170427,10:10,11:05,12:05,,,
20170427,10:15,11:15,12:15,,,
20170427,10:20,11:20,12:20,,,
20170427,10:25,11:30,12:30,,,
20170427,10:30,11:40,12:40,,,
20170427,10:35,11:55,12:55,,,
20170427,10:40,12:00,13:00,,,
20170427,10:45,12:10,13:10,,,
20170427,10:50,12:20,13:20,,,
20170427,10:55,12:25,13:25,,,
20170427,11:00,12:30,13:30,,,
20170427,11:05,12:35,13:35,,,
20170427,11:10,12:40,13:40,,,
20170427,11:15,12:45,13:45,,,
20170427,11:20,12:45,13:45,,,
20170427,11:25,12:50,13:50,,,
20170427,11:30,12:55,13:55,,,
20170427,11:35,13:00,14:00,,,
20170427,11:40,13:05,14:05,,,
20170427,11:45,13:15,14:15,,,
20170427,11:50,13:20,14:20,,,
20170427,11:55,13:25,14:25,,,
20170427,12:00,13:35,14:35,,,
20170427,12:05,13:40,14:40,,,
20170427,12:10,13:45,14:45,,,
20170427,12:15,13:50,14:50,,,
20170427,12:20,14:00,15:00,,,
20170427,12:25,14:05,15:05,,,
20170427,12:30,14:10,15:10,,,
20170427,12:35,14:15,15:15,,,
20170427,12:40,14:20,15:20,,,
20170427,12:45,14:25,15:25,,,
20170427,12:50,14:30,15:30,,,
20170427,12:55,14:35,15:35,,,
20170427,13:00,14:40,15:40,,,
20170427,13:05,14:45,15:45,,,
20170427,13:10,14:50,15:50,,,
20170427,13:15,15:00,16:00,,,
20170427,13:20,15:00,16:00,,,
20170427,13:25,15:10,16:10,,,
20170427,13:30,15:10,16:10,,,
20170427,13:35,15:15,16:15,,,
20170427,13:40,15:20,16:20,,,
20170427,13:45,15:25,16:25,,,
20170427,13:50,15:25,16:25,,,
20170427,13:55,15:30,16:30,,,
20170427,14:00,15:35,16:35,,,
20170427,14:05,15:40,16:40,,,
20170427,14:10,15:45,16:45,,,
20170427,14:15,15:50,16:50,,,
20170427,14:20,15:50,16:50,,,
20170427,14:25,15:55,16:55,,,
20170427,14:30,16:00,17:00,,,
20170427,14:35,16:05,17:05,,,
20170427,14:40,16:10,17:10,,,
20170427,14:45,16:15,17:15,,,
20170427,14:50,16:20,17:20,,,
20170427,14:55,16:25,17:25,,,
20170427,15:00,16:30,17:30,,,
20170427,15:05,16:35,17:35,,,
20170427,15:10,16:40,17:40,,,
20170427,15:15,16:45,17:45,,,
20170427,15:20,16:50,17:50,,,
20170427,15:25,16:55,17:55,,,
20170427,15:30,17:00,18:00,,,
20170427,15:35,17:05,18:05,,,
20170427,15:40,17:10,18:10,,,
20170427,15:45,17:15,18:15,,,
20170427,15:50,17:20,18:20,,,
20170427,15:55,17:20,18:20,,,
20170427,16:00,17:25,18:25,,,
20170427,16:05,17:30,18:30,,,
20170427,16:10,17:35,18:35,,,
20170427,16:15,17:40,18:40,,,
20170427,16:20,17:40,18:40,,,
20170427,16:25,17:45,18:45,,,
20170427,16:30,17:50,18:50,,,
20170427,16:35,17:50,18:50,,,
20170427,16:40,17:55,18:55,,,
20170427,16:45,18:00,19:00,,,
20170427,16:50,18:00,19:00,,,
20170427,16:55,18:05,19:05,,,
20170427,17:00,18:05,19:05,,,
20170427,17:05,18:10,19:10,,,
20170427,17:10,18:15,19:15,,,
20170427,17:15,18:20,19:20,,,
20170427,17:20,18:20,19:20,,,
20170427,17:25,18:25,19:25,,,
20170427,17:30,18:30,19:30,,,
20170427,17:35,18:35,19:35,,,
20170427,17:40,18:40,19:40,,,
20170427,17:45,18:40,19:40,,,
20170427,17:50,18:40,19:40,,,
20170427,17:55,18:45,19:45,,,
20170427,18:00,18:50,19:50,,,
20170427,18:05,18:55,19:55,,,
20170427,18:10,19:00,20:00,,,
20170427,18:15,19:00,20:00,,,
20170427,18:20,19:10,20:00,,,
20170427,18:25,19:15,20:00,,,
20170427,18:30,19:20,20:00,,,
20170427,18:35,19:30,20:00,,,
20170427,18:40,19:30,20:00,,,
20170427,18:45,19:35,20:00,,,
20170427,18:50,19:40,20:00,,,
20170426,9:05,9:40,10:40,,,
20170426,9:10,9:45,10:45,,,
20170426,9:15,9:55,10:55,,,
20170426,9:20,10:05,11:05,,,
20170426,9:25,10:15,11:15,,,
20170426,9:30,10:20,11:20,,,
20170426,9:35,10:25,11:25,,,
20170426,9:40,10:30,11:30,,,
20170426,9:45,10:30,11:30,,,
20170426,9:50,10:35,11:35,,,
20170426,9:55,10:40,11:40,,,
20170426,10:00,10:45,11:45,,,
20170426,10:05,10:45,11:45,,,
20170426,10:10,10:50,11:50,,,
20170426,10:15,10:55,11:55,,,
20170426,10:20,10:55,11:55,,,
20170426,10:25,11:00,12:00,,,
